year,position,artist,song,score,us,uk,de,fr,ca,au
"2014","53","Calvin Harris & John Newman","Blame","4354.888","19","1","4","7","11","9"
"2014","54","Nicki Minaj","Anaconda","4340.156","2","3","-","38","3","8"
"2014","55","Justin Timberlake","Not A Bad Thing","4226.351","8","21","-","-","9","10"
"2014","56","Katy Perry","Roar","4225.100","8","8","-","14","6","9"
"2014","57","Imagine Dragons","Radioactive","4218.969","13","32","-","28","10","49"
"2014","58","Martin Garrix","Animals","4061.335","21","8","10","21","40","46"
"2014","59","Kiesza","Hideaway","3997.332","51","1","5","25","5","25"
"2014","60","Hozier","Take Me To Church","3950.920","2","20","2","9","2","5"
"2014","61","Jeremih","Don't Tell 'Em","3908.390","6","-","-","-","30","-"
"2014","62","MKTO","Classic","3877.677","14","24","-","-","-","-"
"2014","63","Trey Songz","Na Na","3853.854","21","20","-","21","-","-"
"2014","64","Sam Smith","I'm Not The Only One","3814.960","5","3","-","51","2","11"
"2014","65","Shakira & Rihanna","Can't Remember To Forget You","3789.202","15","11","8","5","19","18"
"2014","66","Maroon 5","Animals","3721.788","3","27","-","-","2","-"
"2014","67","Florida Georgia Line","This Is How We Roll","3553.188","15","-","-","-","20","-"
"2014","68","Coldplay","Magic","3541.247","14","10","-","6","13","5"
"2014","69","Lilly Wood & The Prick & Robin Schulz","Prayer In C (Robin Schulz Remix)","3506.801","-","-","1","1","-","7"
"2014","70","Paramore","Ain't It Fun","3471.058","10","-","-","-","27","-"
"2014","71","5 Seconds of Summer","She Looks So Perfect","3436.266","24","1","-","40","25","1"
"2014","72","Rixton","Me & My Broken Heart","3394.554","14","1","-","84","17","43"
"2014","73","Echosmith","Cool Kids","3354.074","13","74","-","-","25","6"
"2014","74","Miley Cyrus","Wrecking Ball","3309.132","8","22","-","9","12","34"
"2014","75","Ed Sheeran","Thinking Out Loud","3202.804","6","1","6","46","7","1"
"2014","76","George Ezra","Budapest","3183.340","-","3","3","4","-","5"
"2014","77","Robin Thicke, T.I. & Pharrell Williams","Blurred Lines","3161.143","19","28","-","24","17","-"
"2014","78","Bobby Shmurda","Hot Boy","3160.513","6","-","-","-","34","-"
"2014","79","Katy Perry","Birthday","3047.155","17","22","-","57","7","25"
"2014","80","Brantley Gilbert","Bottoms Up","2928.248","20","-","-","-","41","-"
"2014","81","David Guetta & Sam Martin","Lovers On The Sun","2924.041","-","1","1","5","-","2"
"2014","82","John Newman","Love Me Again","2870.666","30","22","-","26","18","-"
"2014","83","Ella Henderson","Ghost","2865.531","52","1","3","-","-","3"
"2014","84","5 Seconds of Summer","Amnesia","2855.531","16","7","-","54","19","7"
"2014","85","Becky G","Shower","2851.241","16","80","-","-","38","11"
"2014","86","Luke Bryan","Play It Again","2799.829","14","-","-","-","20","-"
"2014","87","Tinashe & Schoolboy Q","2 On","2762.539","24","-","-","180","-","-"
"2014","88","Jason Aldean","Burnin' It Down","2752.593","12","-","-","-","12","-"
"2014","89","Katy Perry","This Is How We Do","2718.770","24","33","-","41","9","18"
"2014","90","Rich Gang","Lifestyle","2713.961","16","-","-","-","-","-"
"2014","91","Klingande","Jubel","2708.754","-","3","5","5","-","3"
"2014","92","Chris Brown","A New Flame","2708.638","27","10","-","75","-","-"
"2014","93","Ed Sheeran","I See Fire","2687.444","-","24","2","72","39","10"
"2014","94","Florida Georgia Line","Dirt","2679.640","11","-","-","-","10","-"
"2014","95","Naughty Boy & Sam Smith","La La La","2659.062","19","51","-","46","43","-"
"2014","96","Taylor Swift","Blank Space","2576.791","1","4","-","63","1","1"
"2014","97","Pitbull & John Ryan","Fireball","2543.893","23","49","-","114","16","26"
"2014","98","Avicii","Addicted To You","2514.002","-","14","6","6","-","5"
"2014","99","Drake & Majid Jordan","Hold On, We're Going Home","2497.099","11","-","-","33","15","49"
"2014","100","KONGOS","Come With Me Now","2461.709","31","-","-","-","7","-"
"2015","1","Mark Ronson & Bruno Mars","Uptown Funk","18386.766","1","1","3","1","1","1"
"2015","2","Ed Sheeran","Thinking Out Loud","13791.824","2","3","6","4","2","4"
"2015","3","OMI","Cheerleader","13753.531","1","1","1","1","1","1"
"2015","4","Wiz Khalifa & Charlie Puth","See You Again","12792.926","1","1","1","2","1","1"
"2015","5","Major Lazer & DJ Snake","Lean On","12070.593","4","2","4","2","3","1"
"2015","6","Maroon 5","Sugar","11625.252","2","7","-","15","2","6"
"2015","7","Fetty Wap","Trap Queen","11530.701","2","8","-","17","11","25"
"2015","8","Ellie Goulding","Love Me Like You Do","11201.303","3","1","1","5","3","1"
"2015","9","Walk the Moon","Shut Up & Dance","10813.139","4","4","10","28","4","3"
"2015","10","Hozier","Take Me To Church","10232.864","2","2","2","2","2","2"
"2015","11","The Weeknd","Earned It (Fifty Shades Of Grey)","10130.588","3","4","-","2","8","13"
"2015","12","Jason Derulo","Want To Want Me","9873.661","5","1","2","6","5","4"
"2015","13","The Weeknd","Can't Feel My Face","9535.145","1","3","-","5","1","2"
"2015","14","The Weeknd","The Hills","9277.256","1","3","10","11","1","3"
"2015","15","Skrillex & Diplo","Where Are U Now","8855.875","8","3","-","24","5","3"
"2015","16","Ed Sheeran","Photograph","7875.999","10","15","4","9","4","9"
"2015","17","Silento","Watch Me","7804.504","3","-","-","-","15","-"
"2015","18","Taylor Swift","Blank Space","7636.346","1","4","9","27","1","3"
"2015","19","Taylor Swift","Shake It Off","7138.033","5","15","-","6","4","6"
"2015","20","Justin Bieber","What Do You Mean?","7089.627","1","1","4","3","1","1"
"2015","21","Rihanna, Kanye West & Paul McCartney","FourFiveSeconds","6928.249","4","3","3","2","3","1"
"2015","22","David Guetta, Nicki Minaj & Afrojack","Hey Mama","6598.918","8","9","9","6","9","5"
"2015","23","Fifth Harmony & Kid Ink","Worth It","6460.212","12","3","-","15","12","9"
"2015","24","Rachel Platten","The Fight Song","6341.453","6","1","-","89","5","2"
"2015","25","Taylor Swift & Kendrick Lamar","Bad Blood","6302.728","1","4","-","14","1","1"
"2015","26","Flo-Rida & Sage The Gemini","G.D.F.R","6199.524","8","3","-","22","10","36"
"2015","27","Sia","Elastic Heart","6136.598","17","10","-","23","7","5"
"2015","28","Selena Gomez & ASAP Rocky","Good For You","6096.982","5","23","-","14","8","10"
"2015","29","R City & Adam Levine","Locked Away","6039.321","6","2","6","4","2","2"
"2015","30","Drake","Hotline Bling","5989.253","2","3","-","9","3","2"
"2015","31","Taylor Swift","Style","5878.421","6","21","-","85","6","8"
"2015","32","Sam Smith","I'm Not The Only One","5865.497","5","21","-","13","4","25"
"2015","33","Fetty Wap & Remy Boyz","679","5845.086","4","20","-","122","16","19"
"2015","34","Meghan Trainor","All About That Bass","5709.761","5","7","10","9","6","16"
"2015","35","Calvin Harris & Disciples","How Deep Is Your Love?","5619.541","27","2","4","2","16","1"
"2015","36","Shawn Mendes","Stitches","5485.250","4","25","-","-","10","4"
"2015","37","Omarion & Chris Brown & Jhene Aiko","Post To Be","5399.525","13","74","-","-","49","-"
"2015","38","Meghan Trainor","Lips Are Movin","5394.134","4","2","10","154","7","8"
"2015","39","Pitbull & Ne-Yo","Time Of Our Lives","5232.604","9","27","-","108","10","12"
"2015","40","Natalie La Rose & Jeremih","Somebody","4990.067","10","2","-","71","22","12"
"2015","41","Andy Grammer","Honey, I'm Good.","4947.305","9","-","-","175","4","-"
"2015","42","Tove Lo","Talking Body","4872.780","12","17","-","-","14","-"
"2015","43","Sam Smith","Stay With Me","4836.311","11","22","-","8","10","14"
"2015","44","Adele","Hello","4813.458","1","1","1","1","1","1"
"2015","45","Rihanna","Bitch Better Have My Money","4747.829","15","27","-","3","11","14"
"2015","46","Ariana Grande","One Last Time (Attends-moi)","4721.856","13","24","-","10","12","15"
"2015","47","Sia","Chandelier","4698.476","20","19","-","4","13","20"
"2015","48","X Ambassadors","Renegades","4661.060","17","-","-","10","6","43"
"2015","49","Nicky Jam & Enrique Iglesias","El Perdon (Forgiveness)","4611.475","56","-","8","1","-","-"
"2015","50","Charlie Puth & Meghan Trainor","Marvin Gaye","4512.669","21","1","-","1","31","4"
"2015","51","One Direction","Drag Me Down","4492.395","3","1","10","1","4","1"
"2015","52","Sam Hunt","Take Your Time","4385.678","20","-","-","-","28","-"
"2015","53","Lost Frequencies","Are You With Me","4385.599","-","1","1","4","42","1"
"2015","54","George Ezra","Budapest","4245.044","32","17","-","27","24","29"
"2015","55","Nick Jonas","Jealous","4146.559","7","2","-","188","10","15"
"2015","56","Calvin Harris & Ellie Goulding","Outside","4065.507","29","10","1","19","10","11"
"2015","57","Justin Bieber","Sorry","3994.240","2","1","3","4","2","2"
"2015","58","Chris Brown & Tyga","Ayo","3964.763","21","6","-","32","-","32"
"2015","59","Sam Smith","Lay Me Down","3846.384","8","1","-","107","10","3"
"2015","60","Fetty Wap & Monty","My Way","3804.699","7","80","-","102","32","-"
"2015","61","Taylor Swift","Wildest Dreams","3748.226","5","40","-","122","4","3"
"2015","62","Usher","I Don't Mind","3646.996","11","8","-","99","-","-"
"2015","63","Demi Lovato","Cool For The Summer","3633.842","11","7","-","64","14","20"
"2015","64","Felix Jaehn & Jasmine Thompson","Ain't Nobody (Loves Me Better)","3552.171","-","2","1","2","-","6"
"2015","65","Meghan Trainor","Dear Future Husband","3534.987","14","20","-","-","22","9"
"2015","66","DJ Snake & AlunaGeorge","You Know You Like It","3523.192","13","67","-","22","21","11"
"2015","67","Vance Joy","Riptide","3521.247","30","42","-","120","13","-"
"2015","68","Macklemore & Ryan Lewis","Downtown","3503.213","12","11","-","37","8","1"
"2015","69","Meghan Trainor & John Legend","Like I'm Gonna Lose You","3467.435","8","99","-","-","12","1"
"2015","70","Fall Out Boy","Centuries","3402.397","10","60","-","-","26","-"
"2015","71","T-Wayne","Nasty Freestyle","3356.351","9","41","-","-","21","37"
"2015","72","Rich Homie Quan","Flex (Ooh Ooh Ooh)","3352.685","26","-","-","-","-","-"
"2015","73","Elle King","Ex's & Oh's","3312.104","10","-","-","-","14","33"
"2015","74","Kelly Clarkson","Heartbeat Song","3236.643","21","7","-","84","23","29"
"2015","75","Ellie Goulding","On My Mind","3156.345","13","5","9","61","10","3"
"2015","76","Fall Out Boy","Uma Thurman","3127.260","22","71","-","-","-","-"
"2015","77","Maroon 5","Animals","3112.598","8","48","-","84","4","-"
"2015","78","Little Big Town","Girl Crush","3039.356","18","-","-","-","29","-"
"2015","79","Beyonce","7-11","3018.497","18","33","-","69","27","-"
"2015","80","Big Sean & E-40","I Don't F**k With You","3014.101","12","67","-","138","35","47"
"2015","81","Trey Songz","Slow Motion","2994.228","26","-","-","-","-","-"
"2015","82","Kygo & Conrad","Firestone","2990.375","92","22","3","5","-","10"
"2015","83","Jessie J, Nicki Minaj & Ariana Grande","Bang Bang","2968.251","15","11","-","61","11","28"
"2015","84","Kygo & Parson James","Stole The Show","2945.491","-","24","2","1","-","-"
"2015","85","Carly Rae Jepsen","I Really Like You","2943.273","39","3","-","39","14","37"
"2015","86","Nicki Minaj","Only","2932.547","12","76","-","102","20","-"
"2015","87","Ariana Grande","Love Me Harder","2929.974","7","48","-","29","10","19"
"2015","88","James Newton Howard & Jennifer Lawrence","The Hanging Tree","2901.226","13","-","1","48","14","34"
"2015","89","Nick Jonas","Chains","2897.086","13","79","-","-","27","-"
"2015","90","James Bay","Hold Back The River","2866.601","-","2","4","72","-","4"
"2015","91","Nicki Minaj","Truffle Butter","2856.751","14","-","-","-","43","-"
"2015","92","Alessia Cara","Here","2839.002","8","-","-","137","20","42"
"2015","93","Flo-Rida, Robin Thicke & Verdine White","I Don't Like It, I Love It","2744.039","43","7","-","39","30","17"
"2015","94","Robin Schulz & Francesco Yates","Sugar","2678.385","-","28","1","2","42","3"
"2015","95","David Guetta & Sam Martin","Dangerous","2658.608","60","21","1","2","18","15"
"2015","96","Years & Years","King","2568.291","-","1","9","40","-","9"
"2015","97","Meek Mill, Nicki Minaj & Chris Brown","All Eyes On You","2557.036","21","-","-","186","40","-"
"2015","98","O.T. Genasis","CoCo","2538.281","20","-","-","23","37","-"
"2015","99","Jidenna & Roman GianArthur","Classic Man","2527.266","22","-","-","142","-","-"
"2015","100","Zedd & Selena Gomez","I Want You To Know","2519.402","17","14","-","61","19","22"
"2016","1","Sia","Cheap Thrills","14801.661","1","2","1","1","1","6"
"2016","2","Drake, Wizkid & Kyla","One Dance","14641.871","1","1","1","1","1","1"
"2016","3","Justin Bieber","Love Yourself","13580.652","1","1","3","4","1","1"
"2016","4","The Chainsmokers & Daya","Don't Let Me Down","12936.962","3","2","6","19","4","3"
"2016","5","Twenty One Pilots","Stressed Out","12347.973","2","12","3","2","3","2"
"2016","6","Justin Timberlake","Can't Stop The Feeling","11988.748","1","2","1","1","1","3"
"2016","7","Lukas Graham","Seven Years","11697.190","2","1","6","5","1","1"
"2016","8","Rihanna & Drake","Work","11524.297","1","2","5","1","1","5"
"2016","9","Mike Posner","I Took A Pill In Ibiza","11255.690","4","1","5","6","2","5"
"2016","10","Justin Bieber","Sorry","11229.042","1","2","6","4","1","2"
"2016","11","Calvin Harris & Rihanna","This Is What You Came For","10979.771","3","2","5","5","1","1"
"2016","12","Desiigner","Panda","10312.491","1","7","-","16","4","7"
"2016","13","Fifth Harmony & Ty Dolla $ign","Work From Home","9797.003","4","2","7","17","4","3"
"2016","14","The Chainsmokers & Halsey","Closer","9707.126","1","1","2","31","1","1"
"2016","15","DNCE","Cake By The Ocean","9519.648","9","4","6","23","7","6"
"2016","16","Twenty One Pilots","Heathens","8972.269","2","5","9","4","3","3"
"2016","17","Rihanna","Needed Me","8629.708","7","38","-","94","25","44"
"2016","18","Major Lazer, Justin Bieber & MO","Cold Water","8414.147","2","1","2","2","1","1"
"2016","19","Twenty One Pilots","Ride","8088.214","5","47","-","12","13","18"
"2016","20","G-Eazy & Bebe Rexha","Me, Myself & I","8043.895","7","13","7","9","9","19"
"2016","21","DJ Snake & Justin Bieber","Let Me Love You","7946.607","4","2","1","1","4","2"
"2016","22","Shawn Mendes","Stitches","7711.254","6","1","2","86","10","4"
"2016","23","Shawn Mendes","Treat You Better","7693.690","6","6","4","39","7","4"
"2016","24","Adele","Hello","7647.489","1","3","1","1","1","2"
"2016","25","Flo-Rida","My House","7331.058","4","59","-","31","5","6"
"2016","26","Zayn","Pillow talk","7192.041","1","1","5","4","1","1"
"2016","27","Drake & Rihanna","Too Good","6978.606","14","3","-","29","9","3"
"2016","28","Kungs & Cookin' On 3 Burners","This Girl","6557.052","26","2","1","1","8","17"
"2016","29","Coldplay","Hymn For The Weekend","6353.800","25","6","-","3","32","24"
"2016","30","Adele","Send My Love (To Your New Lover)","6340.752","8","5","-","45","10","13"
"2016","31","Gnash & Olivia O'Brien","I Hate U I Love U","6157.344","10","7","-","-","22","-"
"2016","32","The Weeknd & Daft Punk","Starboy","6147.411","2","2","3","1","1","2"
"2016","33","Charlie Puth & Selena Gomez","We Don't Talk Anymore","5854.709","9","14","-","8","11","10"
"2016","34","Alan Walker","Faded","5747.957","80","7","1","1","32","2"
"2016","35","The Chainsmokers & Rozes","Roses","5612.727","6","16","-","26","6","5"
"2016","36","Drake","Controlla","5508.480","16","18","-","58","27","46"
"2016","37","Pink","Just Like Fire","5462.229","10","19","-","37","11","1"
"2016","38","Justin Bieber","What Do You Mean?","5384.746","4","3","-","21","3","8"
"2016","39","Charlie Puth","One Call Away","5339.244","12","26","-","36","15","3"
"2016","40","James Bay","Let It Go","5297.013","16","43","-","55","37","-"
"2016","41","Ariana Grande","Into You","5143.133","13","14","-","64","13","11"
"2016","42","Ariana Grande","Dangerous Woman","4958.747","8","17","-","36","10","18"
"2016","43","DRAM & Lil Yachty","Broccoli","4942.012","5","93","-","200","23","-"
"2016","44","Drake","Hotline Bling","4931.539","3","16","-","18","4","18"
"2016","45","Future & The Weeknd","Low Life","4818.025","18","-","-","77","25","-"
"2016","46","Sia & Kendrick Lamar","The Greatest","4761.592","18","5","3","3","6","2"
"2016","47","Kent Jones","Don't Mind","4702.217","8","9","-","35","14","19"
"2016","48","Ariana Grande & Nicki Minaj","Side To Side","4660.247","4","4","-","66","5","3"
"2016","49","Kiiara","Gold","4602.905","13","48","-","-","20","5"
"2016","50","Selena Gomez","Hands To Myself","4436.867","7","14","-","118","5","13"
"2016","51","Meghan Trainor","No","4426.363","3","11","-","85","10","9"
"2016","52","The Weeknd","The Hills","4394.397","6","18","-","14","6","17"
"2016","53","Major Lazer, Nyla & Fuse ODG","Light It Up","4342.559","73","7","4","12","32","-"
"2016","54","Coldplay","Adventure Of A Lifetime","4270.458","13","8","-","2","11","32"
"2016","55","Flume & Kai","Never Be Like You","4211.452","20","95","-","27","21","1"
"2016","56","Hailee Steinfeld & Grey","Starving","4047.512","12","5","-","-","12","5"
"2016","57","Zara Larsson & MNEK","Never Forget You","4047.078","13","-","-","105","15","7"
"2016","58","Bryson Tiller","Don't","3905.710","13","71","-","-","-","-"
"2016","59","Rae Sremmurd & Gucci Mane","Black Beatles","3897.453","1","2","8","2","3","3"
"2016","60","Martin Garrix & Bebe Rexha","In The Name Of Love","3842.096","24","9","-","26","19","8"
"2016","61","X Ambassadors","Unsteady","3776.630","20","-","-","-","-","-"
"2016","62","Drake & Future","Jumpman","3763.413","12","58","-","90","-","47"
"2016","63","Bruno Mars","24K Magic","3699.065","4","5","-","1","3","4"
"2016","64","Alessia Cara","Here","3635.914","5","28","-","21","19","12"
"2016","65","Nick Jonas & Tove Lo","Close","3601.775","14","25","-","165","12","37"
"2016","66","Jeremih","oui","3583.020","19","-","-","-","-","-"
"2016","67","Disturbed","The Sound Of Silence","3544.912","42","29","2","-","40","4"
"2016","68","Tory Lanez","LUV","3543.086","19","47","-","119","28","-"
"2016","69","Florida Georgia Line","H.O.L.Y.","3542.598","14","-","-","-","24","-"
"2016","70","Adele","When We Were Young","3523.585","14","9","-","62","16","33"
"2016","71","DJ Khaled & Drake","For Free","3519.400","13","25","-","79","47","-"
"2016","72","Lil Wayne, Wiz Khalifa & Imagine Dragons","Sucker For Pain","3502.409","16","-","8","18","19","7"
"2016","73","Meghan Trainor","Me Too","3483.204","13","84","-","98","9","4"
"2016","74","Bryson Tiller","Exchange","3437.807","26","-","-","-","-","-"
"2016","75","Kevin Gates","2 Phones","3393.373","17","-","-","-","-","-"
"2016","76","Selena Gomez","Same Old Love","3368.880","5","99","-","26","6","40"
"2016","77","Calvin Harris","My Way","3363.518","24","4","5","4","14","9"
"2016","78","Zara Larsson","Lush Life","3334.332","75","3","5","16","-","4"
"2016","79","Major Lazer & DJ Snake","Lean On","3174.550","17","38","-","15","9","28"
"2016","80","Elle King","Ex's & Oh's","3129.694","12","15","10","119","23","5"
"2016","81","The Weeknd","Can't Feel My Face","3117.740","15","19","-","42","8","24"
"2016","82","The Weeknd","In The Night","3058.618","12","48","-","124","12","13"
"2016","83","Imany","Don't Be So Shy (Filatov & Karas Remix)","3049.844","-","-","1","1","-","9"
"2016","84","Fetty Wap & Remy Boyz","679","3037.613","11","32","-","-","15","43"
"2016","85","Fifth Harmony & Fetty Wap","All In My Head","2918.351","24","25","-","-","21","19"
"2016","86","Ruth B","Lost Boy","2917.982","24","97","-","-","14","-"
"2016","87","Maroon 5 & Kendrick Lamar","I Don't Wanna Know","2914.692","7","5","-","20","6","6"
"2016","88","Drake & The Throne","Pop Style","2911.054","16","33","-","29","19","44"
"2016","89","Meghan Trainor & John Legend","Like I'm Gonna Lose You","2866.081","9","-","-","-","8","-"
"2016","90","Robin Schulz & Francesco Yates","Sugar","2800.390","44","21","-","15","-","22"
"2016","91","Daya","Sit Still, Look Pretty","2759.692","28","-","-","-","64","-"
"2016","92","Beyonce","Sorry","2758.341","11","33","-","62","40","-"
"2016","93","DJ Snake & Bipolar Sunshine","Middle","2742.904","20","-","-","-","20","-"
"2016","94","James Arthur","Say You Won't Let Go","2733.282","60","1","6","31","16","1"
"2016","95","Shawn Mendes & Camila Cabello","I Know What You Did Last Summer","2617.009","20","42","-","-","19","33"
"2016","96","Zay Hilfiger & Zayion McCall","Juju On Dat Beat (TZ Anthem)","2607.273","5","37","-","120","13","26"
"2016","97","Alessia Cara","Wild Things","2607.139","50","63","-","-","14","25"
"2016","98","Desiigner","Tiimmy Turner","2527.755","34","-","-","174","38","-"
"2016","99","Thomas Rhett","Die A Happy Man","2522.826","21","-","-","-","35","-"
"2016","100","Kevin Gates","Really Really","2460.393","46","-","-","-","-","-"
"2017","1","Ed Sheeran","Shape Of You","21518.820","1","1","1","1","1","1"
"2017","2","Luis Fonsi & Daddy Yankee","Despacito","19193.462","1","1","1","1","1","1"
"2017","3","Bruno Mars","That's What I Like","12615.044","1","12","-","42","3","5"
"2017","4","The Chainsmokers & Coldplay","Something Just Like This","12246.006","3","2","4","6","3","2"
"2017","5","French Montana & Swae Lee","Unforgettable","11108.412","3","2","6","9","3","7"
"2017","6","Imagine Dragons","Believer","10116.823","4","42","-","7","7","33"
"2017","7","Post Malone & Quavo","Congratulations","9471.643","8","26","-","112","14","30"
"2017","8","Kendrick Lamar","Humble","9208.100","1","6","-","21","2","2"
"2017","9","Charlie Puth","Attention","9155.876","5","9","9","3","6","10"
"2017","10","James Arthur","Say You Won't Let Go","9032.852","11","8","10","21","9","5"
"2017","11","Shawn Mendes","There's Nothing Holdin' Me Back","8960.069","6","4","5","17","6","4"
"2017","12","Ed Sheeran","Castle On The Hill","8758.228","6","2","2","3","2","2"
"2017","13","Kygo & Selena Gomez","It Ain't Me","8750.885","10","7","2","5","2","4"
"2017","14","Imagine Dragons","Thunder","8108.399","4","20","2","20","5","2"
"2017","15","DJ Khaled, Justin Bieber, Quavo, Chance The Rapper & Lil Wayne","I'm The One","8068.741","1","1","4","11","1","1"
"2017","16","Sam Hunt","Body Like A Back Road","7978.614","6","-","-","-","16","9"
"2017","17","DJ Khaled, Rihanna & Bryson Tiller","Wild Thoughts","7952.898","2","1","4","2","2","2"
"2017","18","Migos & Lil Uzi Vert","Bad And Boujee","7907.069","1","30","-","91","5","34"
"2017","19","The Chainsmokers & Halsey","Closer","7887.368","3","11","-","76","2","4"
"2017","20","Zayn & Taylor Swift","I Don't Wanna Live Forever (Fifty Shades Darker)","7710.355","2","5","2","4","2","3"
"2017","21","Future","Mask Off","7692.661","5","22","-","16","5","13"
"2017","22","Lil Uzi Vert","XO TOUR Llif3","7617.483","7","25","-","-","10","37"
"2017","23","Zedd & Alessia Cara","Stay","7438.212","7","8","-","38","9","3"
"2017","24","Julia Michaels","Issues","7262.100","11","10","-","7","17","5"
"2017","25","Post Malone & 21 Savage","Rockstar","7202.398","1","1","2","8","1","1"
"2017","26","The Weeknd & Daft Punk","I Feel It Coming","7159.364","4","12","-","1","10","7"
"2017","27","Bruno Mars","24K Magic","6974.362","4","7","-","4","3","3"
"2017","28","Cardi B","Bodak Yellow (Money Moves)","6757.790","1","24","-","70","6","33"
"2017","29","Camila Cabello & Young Thug","Havana","6655.081","2","1","2","2","1","1"
"2017","30","Niall Horan","Slow Hands","6613.287","11","7","-","66","8","2"
"2017","31","Clean Bandit, Sean Paul & Anne-Marie","Rockabye","6594.542","9","-","1","4","4","1"
"2017","32","Logic, Alessia Cara & Khalid","1-800-273-8255","6534.512","3","9","-","-","6","-"
"2017","33","Khaled","Location","6375.412","16","-","-","-","48","39"
"2017","34","Liam Payne & Quavo","Strip That Down","6343.872","10","3","10","32","11","2"
"2017","35","Childish Gambino","Redbone","6331.464","12","51","-","144","30","27"
"2017","36","The Chainsmokers","Paris","6242.759","6","5","3","29","2","4"
"2017","37","Kyle & Lil Yachty","I Spy","6054.483","4","33","-","-","14","39"
"2017","38","PORTUGAL. THE MAN","Feel It Still","5899.079","4","-","7","3","8","5"
"2017","39","The Weeknd & Daft Punk","Starboy","5855.100","1","5","5","11","1","2"
"2017","40","Pink","What About Us","5663.950","13","3","3","2","6","1"
"2017","41","Demi Lovato","Sorry Not Sorry","5586.064","6","9","-","55","18","8"
"2017","42","Jason Derulo, Nicki Minaj & Ty Dolla $ign","Swalla","5480.353","29","6","4","5","15","17"
"2017","43","Calvin Harris, Pharrell Williams, Katy Perry & Big Sean","Feels","5313.192","20","1","9","1","5","3"
"2017","44","Justin Timberlake","Can't Stop The Feeling","5126.575","13","21","-","23","20","9"
"2017","45","Katy Perry & Skip Marley","Chained To The Rhythm","5061.917","4","5","6","3","3","4"
"2017","46","Dua Lipa","New Rules","5037.059","14","1","9","45","7","2"
"2017","47","Taylor Swift","Look What You Made Me Do","4943.722","1","1","3","4","1","1"
"2017","48","Alessia Cara","Scars To Your Beautiful","4900.824","8","55","-","-","17","8"
"2017","49","Sam Smith","Too Good At Goodbyes","4868.315","4","1","-","6","2","1"
"2017","50","Rihanna","Love On The Brain","4862.477","5","-","-","12","22","-"
"2017","51","21 Savage","Bank Account","4771.307","12","41","-","-","16","-"
"2017","52","Ed Sheeran","Perfect","4604.246","22","1","1","1","1","1"
"2017","53","Drake","Passionfruit","4456.120","8","3","-","13","2","4"
"2017","54","Calvin Harris, Frank Ocean & Migos","Slide","4439.915","25","10","-","15","16","11"
"2017","55","Maroon 5 & Kendrick Lamar","I Don't Wanna Know","4423.241","6","12","-","25","6","14"
"2017","56","Drake","Fake Love","4311.859","8","19","-","99","15","27"
"2017","57","Big Sean","Bounce Back","4258.588","6","67","-","-","17","-"
"2017","58","Maroon 5 & SZA","What Lovers Do","4243.329","9","12","-","17","6","7"
"2017","59","Harry Styles","Sign Of The Times","4211.558","4","1","-","3","6","1"
"2017","60","Rae Sremmurd & Gucci Mane","Black Beatles","4065.258","1","13","-","12","4","8"
"2017","61","Rag'n'Bone Man","Human","4012.885","74","2","2","2","53","17"
"2017","62","J Balvin & Willy William","Mi gente","3959.523","23","5","3","10","17","11"
"2017","63","Khaled","Young Dumb & Broke","3926.591","22","17","-","145","23","4"
"2017","64","Zayn & Sia","Dusk Till Dawn","3891.250","44","5","3","2","5","6"
"2017","65","Marshmello & Khalid","Silence","3839.114","30","3","6","132","7","5"
"2017","66","Yo Gotti & Nicki Minaj","Rake It Up","3834.796","8","-","-","-","49","-"
"2017","67","Ed Sheeran","Galway Girl","3813.734","53","2","5","15","16","2"
"2017","68","Ke$ha","Praying","3796.906","22","26","-","75","11","6"
"2017","69","Maroon 5 & Future","Cold","3783.104","16","24","-","37","12","27"
"2017","70","Migos","T-Shirt","3734.836","19","82","-","175","16","-"
"2017","71","David Guetta & Justin Bieber","2U","3714.723","16","5","3","3","4","2"
"2017","72","Machine Gun Kelly & Camila Cabello","Bad Things","3701.085","4","-","-","103","11","22"
"2017","73","J Balvin & Willy William & Beyonce","Mi gente","3683.528","3","-","-","-","2","-"
"2017","74","Shawn Mendes","Mercy","3683.436","15","25","-","172","22","26"
"2017","75","Starley","Call On Me","3657.344","65","6","7","12","38","8"
"2017","76","DJ Snake & Justin Bieber","Let Me Love You","3651.524","7","30","-","28","5","20"
"2017","77","Brett Young","In Case You Didn't Know","3626.943","19","-","-","-","50","-"
"2017","78","Miley Cyrus","Malibu","3599.566","10","11","-","14","4","3"
"2017","79","Kodak Black","Tunnel Vision","3587.927","6","-","-","-","17","-"
"2017","80","Cheat Codes & Demi Lovato","No Promises","3496.518","38","18","-","163","53","17"
"2017","81","Kendrick Lamar & Rihanna","Loyalty.","3469.841","14","27","-","42","12","20"
"2017","82","Halsey","Now Or Never","3450.670","17","80","-","153","32","16"
"2017","83","Ayo & Teo","Rolex","3429.720","20","-","-","-","33","-"
"2017","84","Kendrick Lamar","Dna.","3416.619","4","18","-","40","3","16"
"2017","85","Rae Sremmurd","Swang","3282.078","26","-","-","-","41","-"
"2017","86","Travi$ Scott","Goosebumps","3197.182","32","90","-","-","79","-"
"2017","87","Lil Pump","Gucci Gang","3146.806","3","27","-","73","3","18"
